"tester" "activity" "data_from" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z"
"13" "STANDING" "test" -0.989425965614035 -0.959427618245614 -0.97756730122807 -0.991817705263158 -0.947179813157895 -0.964048080877193 -0.957154108421053 -0.97291308 -0.974394378070175 -0.955818411578947 -0.97142515122807 -0.97553326754386
"13" "LAYING" "test" -0.974716920483871 -0.965843757258064 -0.966295582741935 -0.966960088387097 -0.947462328225806 -0.945852135806452 -0.96946349 -0.968689729193548 -0.969126880322581 -0.973446792419355 -0.959944126451613 -0.969797214516129
"14" "WALKING" "train" -0.421498172542373 -0.174601844847458 -0.177366434042373 -0.395859985762712 -0.0542709972186441 0.0854892136933898 -0.508595851864407 -0.215894949525424 -0.212925759152542 -0.630082075932203 0.0832950551222034 -0.180232949016949
"14" "WALKING_UPSTAIRS" "train" -0.323508442240741 0.0163939234574074 0.191693742633333 -0.304980247962963 0.356072772037037 0.687124163703704 -0.441048358648148 0.118687692187963 0.196703218737037 -0.464742933888889 0.646233637037037 0.522454216314815
"14" "WALKING_DOWNSTAIRS" "train" 0.0212541553977778 0.3714824704 0.280735952206667 0.0140826092322222 0.29363389996 0.427563832371111 -0.295315541666667 0.0132082347333333 0.492414379822222 -0.378882872733333 0.0741391154937778 0.182794696328889
"14" "SITTING" "train" -0.976456609259259 -0.932644766111111 -0.944126078888889 -0.976303056851852 -0.911591208203704 -0.917678155296296 -0.978577117592593 -0.969806729814815 -0.957020858888889 -0.981573087222222 -0.958227403148148 -0.956028807962963
"14" "STANDING" "train" -0.9726995625 -0.942178248333333 -0.9424220265 -0.973605553666667 -0.926055903 -0.917781858666667 -0.957111767 -0.9508361945 -0.950999877833333 -0.962741032833333 -0.944306864 -0.950162705166667
"14" "LAYING" "train" -0.933936178235294 -0.930366906078431 -0.927882307058824 -0.911972655156863 -0.905221049156863 -0.894055710980392 -0.949959040588235 -0.938087898235294 -0.949107162941176 -0.959740488627451 -0.929955407058824 -0.957790479803922
"15" "WALKING" "train" -0.31744092037037 0.111321097159074 -0.554942138148148 -0.332520626851852 0.0805646237194445 -0.537026414814815 -0.253399360296296 -0.535422096111111 -0.461464065555556 -0.357633378703704 -0.365361208555556 -0.543997593703704
"15" "WALKING_UPSTAIRS" "train" -0.0746328434375 -0.1019354328 -0.5395910825 -0.00838243761666667 -0.0191328333041667 -0.349600353270833 -0.361096856875 -0.517025245833333 -0.485701745833333 -0.4372253275 -0.243612269004167 -0.523744300833333
"15" "WALKING_DOWNSTAIRS" "train" 0.235309825547619 0.167518099964286 -0.259812204547619 0.466325681428571 0.1199936036 -0.357407559285714 -0.22735956545 -0.402332301666667 -0.18319480152381 -0.351630000285714 -0.360972848571429 -0.3436733
"15" "SITTING" "train" -0.986619609491525 -0.938926430779661 -0.963227004915254 -0.987384778983051 -0.919162700338983 -0.945704713050847 -0.986152580338983 -0.979201724745763 -0.966731518305085 -0.988881930508475 -0.973456092372881 -0.966228648305085
"15" "STANDING" "train" -0.986724998867925 -0.943348788679245 -0.965473514528302 -0.990060962641509 -0.930286443396226 -0.947905911320755 -0.950380286226415 -0.975133868867925 -0.96826485509434 -0.948275234150943 -0.969442882075472 -0.971282183584906
"15" "LAYING" "train" -0.974016176527778 -0.962461124305556 -0.95156594625 -0.971718824583333 -0.964590430138889 -0.923923991944444 -0.955413596111111 -0.964310893611111 -0.958190099861111 -0.958224495416667 -0.959991907083333 -0.960015831111111
"16" "WALKING" "train" -0.394790433529412 -0.321500667843137 -0.244363048235294 -0.409070488039216 -0.354370678627451 -0.180501317941176 -0.59574648627451 -0.619731930392157 -0.432885310980392 -0.673741136862745 -0.61194087745098 -0.403219791372549
"16" "WALKING_UPSTAIRS" "train" -0.474984014705882 -0.268063812745098 -0.335853041176471 -0.369636140980392 -0.166324239117647 -0.094561233145098 -0.53239971627451 -0.642018064117647 -0.492427493529412 -0.509896031372549 -0.559600598431373 -0.387309489901961
"16" "WALKING_DOWNSTAIRS" "train" 0.0368263528276596 -0.134598352726809 -0.04769426376 0.266115492098298 -0.208680587882979 -0.0379716239787234 -0.420844008625532 -0.479512983617021 -0.375000625531915 -0.470373498510638 -0.565214032765957 -0.521100818723404
"16" "SITTING" "train" -0.987043828985507 -0.961456685507246 -0.959552230434783 -0.986892418405797 -0.949829260434783 -0.934652146521739 -0.978632856956522 -0.96679600173913 -0.960058264057971 -0.982057861449275 -0.954343752463768 -0.964270052318841
"16" "STANDING" "train" -0.989427670897436 -0.96931401525641 -0.969999504230769 -0.989100620641026 -0.958174310128205 -0.948540267051282 -0.973157351666667 -0.983594244615385 -0.98363927 -0.973926885 -0.978402418717949 -0.983527402051282
"16" "LAYING" "train" -0.980213187428571 -0.963635575142857 -0.974580069142857 -0.971409075142857 -0.937083636714286 -0.962524372714286 -0.975892407428571 -0.976092920571429 -0.985957788 -0.977509583571429 -0.968135251857143 -0.985730995857143
"17" "WALKING" "train" -0.360991674918033 -0.0650267622126229 -0.382832802295082 -0.304806274098361 -0.0556137930852459 -0.262391594918033 -0.40771670852459 -0.490166286557377 -0.398809217540984 -0.504849290819672 -0.439238787704918 -0.438768699508197
"17" "WALKING_UPSTAIRS" "train" -0.1397522212625 -0.1175197356 -0.3999234945625 -0.0355381172854167 -0.0252781736083333 -0.2048157105 -0.416223018291667 -0.521435415208333 -0.324273713333333 -0.5244683916875 -0.481154119791667 -0.2778914704375
"17" "WALKING_DOWNSTAIRS" "train" -0.0226239171245652 -0.130272514565217 -0.3180818605 0.258941676302174 -0.0860527358695652 -0.245413541641304 -0.316412962967391 -0.451126869347826 -0.403380386086957 -0.393194731747826 -0.469390428043478 -0.540949520217391
"17" "SITTING" "train" -0.9939693815625 -0.96992798921875 -0.97484160453125 -0.99465731359375 -0.959789141875 -0.96292107328125 -0.98841106765625 -0.98879397953125 -0.98161709828125 -0.99004126046875 -0.984813098125 -0.9809696453125
"17" "STANDING" "train" -0.990927533846154 -0.97417056948718 -0.980231575769231 -0.991318528333333 -0.966427323846154 -0.966999000897436 -0.980696264102564 -0.987334041282051 -0.985954978205128 -0.981791318076923 -0.983946584871795 -0.986725274871795
"17" "LAYING" "train" -0.974359280140845 -0.954648102253521 -0.965406091549296 -0.972438525352113 -0.942791615915493 -0.950116956478873 -0.971949211126761 -0.973669098591549 -0.976164852112676 -0.977203498309859 -0.970627806901408 -0.978357126056338
"18" "WALKING" "test" -0.37147515625 -0.24360627125 -0.48977105125 -0.378068199285714 -0.267273644642857 -0.439861578035714 -0.609673434464286 -0.570898150714286 -0.538152344821429 -0.734901390178571 -0.460890661785714 -0.54840977125
"18" "WALKING_UPSTAIRS" "test" -0.465097261896552 -0.363450742586207 -0.522728377068965 -0.350639840862069 -0.190550638155172 -0.269571390465517 -0.59232371 -0.649817266551724 -0.504364096896552 -0.60071129637931 -0.443429836896552 -0.466022431206897
"18" "WALKING_DOWNSTAIRS" "test" -0.350086793272727 -0.309049613818182 -0.505824358 -0.285535871636364 -0.273798158 -0.418258649818182 -0.489232274509091 -0.641527595090909 -0.447030699454545 -0.513947089545455 -0.607757979272727 -0.543996110545454
"18" "SITTING" "test" -0.993144920175439 -0.976538530350877 -0.982996441403509 -0.994906565789474 -0.974980068596491 -0.975722121403509 -0.989961500350877 -0.988702701403509 -0.983027386491228 -0.992575399473684 -0.985710087894737 -0.98279727631579
"18" "STANDING" "test" -0.990409919315068 -0.961239135479452 -0.975772813972603 -0.992789068493151 -0.952911994794521 -0.957216177945206 -0.964428926438356 -0.983561159726027 -0.974294413013699 -0.962272711643836 -0.978801848493151 -0.974822589589041
"18" "LAYING" "test" -0.985179972153846 -0.984909884615385 -0.988606906307692 -0.984321858307692 -0.986746450769231 -0.987224804307692 -0.992436927692308 -0.985611171384615 -0.984999291538462 -0.993019371692308 -0.983457774923077 -0.986483048153846
"19" "WALKING" "train" -0.0299815666923077 0.169258575663077 -0.104423357596154 -0.0578820787019231 0.112615077990385 -0.233872331063462 0.228142361865385 -0.0973549846596154 -0.01050470716 -0.108388809533846 -0.133010285461538 -0.220271190807692
"19" "WALKING_UPSTAIRS" "train" -0.15687949467775 0.111818164225 -0.2196444734075 -0.11993477534 0.13255758081125 -0.2399806950525 -0.194485509535 -0.2254218170275 -0.06612935167 -0.4775147465 -0.149925160355 -0.207498123525
"19" "WALKING_DOWNSTAIRS" "train" 0.537012022051282 0.494457802230769 0.110659220744872 0.658506543333333 0.427928785230769 -0.0783635041538461 0.474962448333333 0.147083143564103 0.210673073192308 0.196613286661538 -0.028489571974359 -0.215892226769231
"19" "SITTING" "train" -0.979238031780822 -0.960763181917808 -0.96633509109589 -0.975204245342466 -0.948053070136986 -0.947514931780822 -0.981743664931507 -0.968188675753425 -0.968235777945205 -0.985576048219178 -0.955598610136986 -0.967869249178082
